regulator	replicate	fastq_1	fastq_2
ARG80xstandard	B	fastq/SRX20967269_SRR25220843_1.fastq.gz	fastq/SRX20967269_SRR25220843_2.fastq.gz
ARG80xstandard	C	fastq/SRX20967270_SRR25220842_1.fastq.gz	fastq/SRX20967270_SRR25220842_2.fastq.gz
MCM1xstandard	A	fastq/SRX20967153_SRR25220343_1.fastq.gz	fastq/SRX20967153_SRR25220343_2.fastq.gz
MCM1xstandard	B	fastq/SRX20967154_SRR25220342_1.fastq.gz	fastq/SRX20967154_SRR25220342_2.fastq.gz
MCM1xstandard	C	fastq/SRX20967155_SRR25220341_1.fastq.gz	fastq/SRX20967155_SRR25220341_2.fastq.gz
MOT3xstandard	A	fastq/SRX20967004_SRR25220492_1.fastq.gz	fastq/SRX20967004_SRR25220492_2.fastq.gz
MOT3xstandard	B	fastq/SRX20967005_SRR25220491_1.fastq.gz	fastq/SRX20967005_SRR25220491_2.fastq.gz
MOT3xstandard	C	fastq/SRX20967006_SRR25220490_1.fastq.gz	fastq/SRX20967006_SRR25220490_2.fastq.gz
GAT2xstandard	A	fastq/SRX20967483_SRR25220629_1.fastq.gz	fastq/SRX20967483_SRR25220629_2.fastq.gz
GAT2xstandard	B	fastq/SRX20967484_SRR25220628_1.fastq.gz	fastq/SRX20967484_SRR25220628_2.fastq.gz
GAT2xstandard	C	fastq/SRX20967485_SRR25220627_1.fastq.gz	fastq/SRX20967485_SRR25220627_2.fastq.gz
MSS11xstandard	A	fastq/SRX20967016_SRR25220480_1.fastq.gz	fastq/SRX20967016_SRR25220480_2.fastq.gz
MSS11xstandard	B	fastq/SRX20967017_SRR25220479_1.fastq.gz	fastq/SRX20967017_SRR25220479_2.fastq.gz
MSS11xstandard	C	fastq/SRX20967018_SRR25220478_1.fastq.gz	fastq/SRX20967018_SRR25220478_2.fastq.gz
ECM5xstandard	A	fastq/SRX20967322_SRR25220790_1.fastq.gz	fastq/SRX20967322_SRR25220790_2.fastq.gz
ECM5xstandard	B	fastq/SRX20967323_SRR25220789_1.fastq.gz	fastq/SRX20967323_SRR25220789_2.fastq.gz
ECM5xstandard	C	fastq/SRX20967324_SRR25220788_1.fastq.gz	fastq/SRX20967324_SRR25220788_2.fastq.gz
RGM1xstandard	A	fastq/SRX20967201_SRR25220603_1.fastq.gz	fastq/SRX20967201_SRR25220603_2.fastq.gz
RGM1xstandard	B	fastq/SRX20967202_SRR25220602_1.fastq.gz	fastq/SRX20967202_SRR25220602_2.fastq.gz
RGM1xstandard	C	fastq/SRX20967203_SRR25220601_1.fastq.gz	fastq/SRX20967203_SRR25220601_2.fastq.gz
CAT8xstandard	A	fastq/SRX20967295_SRR25220817_1.fastq.gz	fastq/SRX20967295_SRR25220817_2.fastq.gz
CAT8xstandard	B	fastq/SRX20967296_SRR25220816_1.fastq.gz	fastq/SRX20967296_SRR25220816_2.fastq.gz
CAT8xstandard	C	fastq/SRX20967297_SRR25220815_1.fastq.gz	fastq/SRX20967297_SRR25220815_2.fastq.gz
CRZ1xstandard	A	fastq/SRX20967379_SRR25220733_1.fastq.gz	fastq/SRX20967379_SRR25220733_2.fastq.gz
CRZ1xstandard	B	fastq/SRX20967380_SRR25220732_1.fastq.gz	fastq/SRX20967380_SRR25220732_2.fastq.gz
CRZ1xstandard	C	fastq/SRX20967381_SRR25220731_1.fastq.gz	fastq/SRX20967381_SRR25220731_2.fastq.gz
FKH2xstandard	A	fastq/SRX20967460_SRR25220652_1.fastq.gz	fastq/SRX20967460_SRR25220652_2.fastq.gz
FKH2xstandard	B	fastq/SRX20967461_SRR25220651_1.fastq.gz	fastq/SRX20967461_SRR25220651_2.fastq.gz
FKH2xstandard	C	fastq/SRX20967462_SRR25220650_1.fastq.gz	fastq/SRX20967462_SRR25220650_2.fastq.gz
MET4xstandard	A	fastq/SRX20966983_SRR25220513_1.fastq.gz	fastq/SRX20966983_SRR25220513_2.fastq.gz
MET4xstandard	B	fastq/SRX20966984_SRR25220512_1.fastq.gz	fastq/SRX20966984_SRR25220512_2.fastq.gz
MET4xstandard	C	fastq/SRX20966985_SRR25220511_1.fastq.gz	fastq/SRX20966985_SRR25220511_2.fastq.gz
SKO1xstandard	A	fastq/SRX20967342_SRR25220770_1.fastq.gz	fastq/SRX20967342_SRR25220770_2.fastq.gz
SKO1xstandard	B	fastq/SRX20967343_SRR25220769_1.fastq.gz	fastq/SRX20967343_SRR25220769_2.fastq.gz
SKO1xstandard	C	fastq/SRX20967344_SRR25220768_1.fastq.gz	fastq/SRX20967344_SRR25220768_2.fastq.gz
GCR2xstandard	A	fastq/SRX20967126_SRR25220370_1.fastq.gz	fastq/SRX20967126_SRR25220370_2.fastq.gz
GCR2xstandard	B	fastq/SRX20967127_SRR25220369_1.fastq.gz	fastq/SRX20967127_SRR25220369_2.fastq.gz
GCR2xstandard	C	fastq/SRX20967128_SRR25220368_1.fastq.gz	fastq/SRX20967128_SRR25220368_2.fastq.gz
RAP1xstandard	A	fastq/SRX20967183_SRR25220313_1.fastq.gz	fastq/SRX20967183_SRR25220313_2.fastq.gz
RAP1xstandard	B	fastq/SRX20967184_SRR25220312_1.fastq.gz	fastq/SRX20967184_SRR25220312_2.fastq.gz
RAP1xstandard	C	fastq/SRX20967185_SRR25220311_1.fastq.gz	fastq/SRX20967185_SRR25220311_2.fastq.gz
STB1xstandard	A	fastq/SRX20967064_SRR25220432_1.fastq.gz	fastq/SRX20967064_SRR25220432_2.fastq.gz
STB1xstandard	B	fastq/SRX20967065_SRR25220431_1.fastq.gz	fastq/SRX20967065_SRR25220431_2.fastq.gz
STB1xstandard	C	fastq/SRX20967066_SRR25220430_1.fastq.gz	fastq/SRX20967066_SRR25220430_2.fastq.gz
DAL82xstandard	A	fastq/SRX20967304_SRR25220808_1.fastq.gz	fastq/SRX20967304_SRR25220808_2.fastq.gz
DAL82xstandard	B	fastq/SRX20967305_SRR25220807_1.fastq.gz	fastq/SRX20967305_SRR25220807_2.fastq.gz
DAL82xstandard	C	fastq/SRX20967306_SRR25220806_1.fastq.gz	fastq/SRX20967306_SRR25220806_2.fastq.gz
NRM1xstandard	A	fastq/SRX20967159_SRR25220337_1.fastq.gz	fastq/SRX20967159_SRR25220337_2.fastq.gz
NRM1xstandard	B	fastq/SRX20967160_SRR25220336_1.fastq.gz	fastq/SRX20967160_SRR25220336_2.fastq.gz
NRM1xstandard	C	fastq/SRX20967161_SRR25220335_1.fastq.gz	fastq/SRX20967161_SRR25220335_2.fastq.gz
PUL4xstandard	A	fastq/SRX20967438_SRR25220674_1.fastq.gz	fastq/SRX20967438_SRR25220674_2.fastq.gz
PUL4xstandard	B	fastq/SRX20967439_SRR25220673_1.fastq.gz	fastq/SRX20967439_SRR25220673_2.fastq.gz
PUL4xstandard	C	fastq/SRX20967440_SRR25220672_1.fastq.gz	fastq/SRX20967440_SRR25220672_2.fastq.gz
YAP7xstandard	A	fastq/SRX20967423_SRR25220689_1.fastq.gz	fastq/SRX20967423_SRR25220689_2.fastq.gz
YAP7xstandard	B	fastq/SRX20967424_SRR25220688_1.fastq.gz	fastq/SRX20967424_SRR25220688_2.fastq.gz
YAP7xstandard	C	fastq/SRX20967425_SRR25220687_1.fastq.gz	fastq/SRX20967425_SRR25220687_2.fastq.gz
GAL11xstandard	A	fastq/SRX20966980_SRR25220516_1.fastq.gz	fastq/SRX20966980_SRR25220516_2.fastq.gz
GAL11xstandard	B	fastq/SRX20966981_SRR25220515_1.fastq.gz	fastq/SRX20966981_SRR25220515_2.fastq.gz
GAL11xstandard	C	fastq/SRX20966982_SRR25220514_1.fastq.gz	fastq/SRX20966982_SRR25220514_2.fastq.gz
RTG1xstandard	A	fastq/SRX20967225_SRR25220579_1.fastq.gz	fastq/SRX20967225_SRR25220579_2.fastq.gz
RTG1xstandard	B	fastq/SRX20967226_SRR25220578_1.fastq.gz	fastq/SRX20967226_SRR25220578_2.fastq.gz
RTG1xstandard	C	fastq/SRX20967227_SRR25220577_1.fastq.gz	fastq/SRX20967227_SRR25220577_2.fastq.gz
HAL9xstandard	A	fastq/SRX20967501_SRR25220611_1.fastq.gz	fastq/SRX20967501_SRR25220611_2.fastq.gz
HAL9xstandard	B	fastq/SRX20967502_SRR25220610_1.fastq.gz	fastq/SRX20967502_SRR25220610_2.fastq.gz
HAL9xstandard	C	fastq/SRX20967503_SRR25220609_1.fastq.gz	fastq/SRX20967503_SRR25220609_2.fastq.gz
INO4xstandard	A	fastq/SRX20966974_SRR25220522_1.fastq.gz	fastq/SRX20966974_SRR25220522_2.fastq.gz
INO4xstandard	B	fastq/SRX20966975_SRR25220521_1.fastq.gz	fastq/SRX20966975_SRR25220521_2.fastq.gz
INO4xstandard	C	fastq/SRX20966976_SRR25220520_1.fastq.gz	fastq/SRX20966976_SRR25220520_2.fastq.gz
HIR2xstandard	A	fastq/SRX20966956_SRR25220540_1.fastq.gz	fastq/SRX20966956_SRR25220540_2.fastq.gz
HIR2xstandard	B	fastq/SRX20966957_SRR25220539_1.fastq.gz	fastq/SRX20966957_SRR25220539_2.fastq.gz
HIR2xstandard	C	fastq/SRX20966958_SRR25220538_1.fastq.gz	fastq/SRX20966958_SRR25220538_2.fastq.gz
WHI5xstandard	A	fastq/SRX20967237_SRR25220567_1.fastq.gz	fastq/SRX20967237_SRR25220567_2.fastq.gz
WHI5xstandard	B	fastq/SRX20967238_SRR25220566_1.fastq.gz	fastq/SRX20967238_SRR25220566_2.fastq.gz
WHI5xstandard	C	fastq/SRX20967239_SRR25220565_1.fastq.gz	fastq/SRX20967239_SRR25220565_2.fastq.gz
AZF1xstandard	A	fastq/SRX20967280_SRR25220832_1.fastq.gz	fastq/SRX20967280_SRR25220832_2.fastq.gz
AZF1xstandard	B	fastq/SRX20967281_SRR25220831_1.fastq.gz	fastq/SRX20967281_SRR25220831_2.fastq.gz
AZF1xstandard	C	fastq/SRX20967282_SRR25220830_1.fastq.gz	fastq/SRX20967282_SRR25220830_2.fastq.gz
SFL1xstandard	A	fastq/SRX20967333_SRR25220779_1.fastq.gz	fastq/SRX20967333_SRR25220779_2.fastq.gz
SFL1xstandard	B	fastq/SRX20967334_SRR25220778_1.fastq.gz	fastq/SRX20967334_SRR25220778_2.fastq.gz
SFL1xstandard	C	fastq/SRX20967335_SRR25220777_1.fastq.gz	fastq/SRX20967335_SRR25220777_2.fastq.gz
YRR1xstandard	A	fastq/SRX20967103_SRR25220393_1.fastq.gz	fastq/SRX20967103_SRR25220393_2.fastq.gz
YRR1xstandard	B	fastq/SRX20967104_SRR25220392_1.fastq.gz	fastq/SRX20967104_SRR25220392_2.fastq.gz
YRR1xstandard	C	fastq/SRX20967105_SRR25220391_1.fastq.gz	fastq/SRX20967105_SRR25220391_2.fastq.gz
YRM1xstandard	A	fastq/SRX20967100_SRR25220396_1.fastq.gz	fastq/SRX20967100_SRR25220396_2.fastq.gz
YRM1xstandard	B	fastq/SRX20967101_SRR25220395_1.fastq.gz	fastq/SRX20967101_SRR25220395_2.fastq.gz
YRM1xstandard	C	fastq/SRX20967102_SRR25220394_1.fastq.gz	fastq/SRX20967102_SRR25220394_2.fastq.gz
WTM2xstandard	A	fastq/SRX20967240_SRR25220564_1.fastq.gz	fastq/SRX20967240_SRR25220564_2.fastq.gz
WTM2xstandard	B	fastq/SRX20967241_SRR25220563_1.fastq.gz	fastq/SRX20967241_SRR25220563_2.fastq.gz
WTM2xstandard	C	fastq/SRX20967242_SRR25220562_1.fastq.gz	fastq/SRX20967242_SRR25220562_2.fastq.gz
SFG1xstandard	A	fastq/SRX20967330_SRR25220782_1.fastq.gz	fastq/SRX20967330_SRR25220782_2.fastq.gz
SFG1xstandard	B	fastq/SRX20967331_SRR25220781_1.fastq.gz	fastq/SRX20967331_SRR25220781_2.fastq.gz
SFG1xstandard	C	fastq/SRX20967332_SRR25220780_1.fastq.gz	fastq/SRX20967332_SRR25220780_2.fastq.gz
TYE7xstandard	A	fastq/SRX20967082_SRR25220414_1.fastq.gz	fastq/SRX20967082_SRR25220414_2.fastq.gz
TYE7xstandard	B	fastq/SRX20967083_SRR25220413_1.fastq.gz	fastq/SRX20967083_SRR25220413_2.fastq.gz
TYE7xstandard	C	fastq/SRX20967084_SRR25220412_1.fastq.gz	fastq/SRX20967084_SRR25220412_2.fastq.gz
HAP5xstandard	A	fastq/SRX20966950_SRR25220546_1.fastq.gz	fastq/SRX20966950_SRR25220546_2.fastq.gz
HAP5xstandard	B	fastq/SRX20966951_SRR25220545_1.fastq.gz	fastq/SRX20966951_SRR25220545_2.fastq.gz
HAP5xstandard	C	fastq/SRX20966952_SRR25220544_1.fastq.gz	fastq/SRX20966952_SRR25220544_2.fastq.gz
PIP2xstandard	A	fastq/SRX20967034_SRR25220462_1.fastq.gz	fastq/SRX20967034_SRR25220462_2.fastq.gz
PIP2xstandard	B	fastq/SRX20967035_SRR25220461_1.fastq.gz	fastq/SRX20967035_SRR25220461_2.fastq.gz
PIP2xstandard	C	fastq/SRX20967036_SRR25220460_1.fastq.gz	fastq/SRX20967036_SRR25220460_2.fastq.gz
NDD1xstandard	A	fastq/SRX20967022_SRR25220474_1.fastq.gz	fastq/SRX20967022_SRR25220474_2.fastq.gz
NDD1xstandard	B	fastq/SRX20967023_SRR25220473_1.fastq.gz	fastq/SRX20967023_SRR25220473_2.fastq.gz
NDD1xstandard	C	fastq/SRX20967024_SRR25220472_1.fastq.gz	fastq/SRX20967024_SRR25220472_2.fastq.gz
RDR1xstandard	A	fastq/SRX20967189_SRR25220307_1.fastq.gz	fastq/SRX20967189_SRR25220307_2.fastq.gz
RDR1xstandard	B	fastq/SRX20967190_SRR25220306_1.fastq.gz	fastq/SRX20967190_SRR25220306_2.fastq.gz
RDR1xstandard	C	fastq/SRX20967191_SRR25220305_1.fastq.gz	fastq/SRX20967191_SRR25220305_2.fastq.gz
MET31xstandard	A	fastq/SRX20966986_SRR25220510_1.fastq.gz	fastq/SRX20966986_SRR25220510_2.fastq.gz
MET31xstandard	B	fastq/SRX20966987_SRR25220509_1.fastq.gz	fastq/SRX20966987_SRR25220509_2.fastq.gz
MET31xstandard	C	fastq/SRX20966988_SRR25220508_1.fastq.gz	fastq/SRX20966988_SRR25220508_2.fastq.gz
DIG1xstandard	A	fastq/SRX20967307_SRR25220805_1.fastq.gz	fastq/SRX20967307_SRR25220805_2.fastq.gz
DIG1xstandard	B	fastq/SRX20967308_SRR25220804_1.fastq.gz	fastq/SRX20967308_SRR25220804_2.fastq.gz
DIG1xstandard	C	fastq/SRX20967309_SRR25220803_1.fastq.gz	fastq/SRX20967309_SRR25220803_2.fastq.gz
MOT1xstandard	A	fastq/SRX20967001_SRR25220495_1.fastq.gz	fastq/SRX20967001_SRR25220495_2.fastq.gz
MOT1xstandard	B	fastq/SRX20967002_SRR25220494_1.fastq.gz	fastq/SRX20967002_SRR25220494_2.fastq.gz
MOT1xstandard	C	fastq/SRX20967003_SRR25220493_1.fastq.gz	fastq/SRX20967003_SRR25220493_2.fastq.gz
RLM1xstandard	A	fastq/SRX20967210_SRR25220594_1.fastq.gz	fastq/SRX20967210_SRR25220594_2.fastq.gz
RLM1xstandard	B	fastq/SRX20967211_SRR25220593_1.fastq.gz	fastq/SRX20967211_SRR25220593_2.fastq.gz
RLM1xstandard	C	fastq/SRX20967212_SRR25220592_1.fastq.gz	fastq/SRX20967212_SRR25220592_2.fastq.gz
RDS2xstandard	A	fastq/SRX20967192_SRR25220304_1.fastq.gz	fastq/SRX20967192_SRR25220304_2.fastq.gz
RDS2xstandard	B	fastq/SRX20967193_SRR25220303_1.fastq.gz	fastq/SRX20967193_SRR25220303_2.fastq.gz
RDS2xstandard	C	fastq/SRX20967194_SRR25220302_1.fastq.gz	fastq/SRX20967194_SRR25220302_2.fastq.gz
CUP9xstandard	A	fastq/SRX20967388_SRR25220724_1.fastq.gz	fastq/SRX20967388_SRR25220724_2.fastq.gz
CUP9xstandard	B	fastq/SRX20967389_SRR25220723_1.fastq.gz	fastq/SRX20967389_SRR25220723_2.fastq.gz
CUP9xstandard	C	fastq/SRX20967390_SRR25220722_1.fastq.gz	fastq/SRX20967390_SRR25220722_2.fastq.gz
AFT2xstandard	A	fastq/SRX20967265_SRR25220847_1.fastq.gz	fastq/SRX20967265_SRR25220847_2.fastq.gz
AFT2xstandard	B	fastq/SRX20967266_SRR25220846_1.fastq.gz	fastq/SRX20967266_SRR25220846_2.fastq.gz
AFT2xstandard	C	fastq/SRX20967267_SRR25220845_1.fastq.gz	fastq/SRX20967267_SRR25220845_2.fastq.gz
USV1xstandard	A	fastq/SRX20967097_SRR25220399_1.fastq.gz	fastq/SRX20967097_SRR25220399_2.fastq.gz
USV1xstandard	B	fastq/SRX20967229_SRR25220575_1.fastq.gz	fastq/SRX20967229_SRR25220575_2.fastq.gz
USV1xstandard	C	fastq/SRX20967230_SRR25220574_1.fastq.gz	fastq/SRX20967230_SRR25220574_2.fastq.gz
GAL4xgalactose	A	fastq/SRX20967471_SRR25220641_1.fastq.gz	fastq/SRX20967471_SRR25220641_2.fastq.gz
GAL4xgalactose	B	fastq/SRX20967472_SRR25220640_1.fastq.gz	fastq/SRX20967472_SRR25220640_2.fastq.gz
GAL4xgalactose	C	fastq/SRX20967473_SRR25220639_1.fastq.gz	fastq/SRX20967473_SRR25220639_2.fastq.gz
GAL4xraffinose	A	fastq/SRX20967474_SRR25220638_1.fastq.gz	fastq/SRX20967474_SRR25220638_2.fastq.gz
GAL4xraffinose	B	fastq/SRX20967475_SRR25220637_1.fastq.gz	fastq/SRX20967475_SRR25220637_2.fastq.gz
GAL4xraffinose	C	fastq/SRX20967476_SRR25220636_1.fastq.gz	fastq/SRX20967476_SRR25220636_2.fastq.gz
GAL4xstandard	A	fastq/SRX20967468_SRR25220644_1.fastq.gz	fastq/SRX20967468_SRR25220644_2.fastq.gz
GAL4xstandard	B	fastq/SRX20967469_SRR25220643_1.fastq.gz	fastq/SRX20967469_SRR25220643_2.fastq.gz
GAL4xstandard	C	fastq/SRX20967470_SRR25220642_1.fastq.gz	fastq/SRX20967470_SRR25220642_2.fastq.gz
HAA1xstandard	A	fastq/SRX20967495_SRR25220617_1.fastq.gz	fastq/SRX20967495_SRR25220617_2.fastq.gz
HAA1xstandard	B	fastq/SRX20967496_SRR25220616_1.fastq.gz	fastq/SRX20967496_SRR25220616_2.fastq.gz
HAA1xstandard	C	fastq/SRX20967497_SRR25220615_1.fastq.gz	fastq/SRX20967497_SRR25220615_2.fastq.gz
SUT2xstandard	A	fastq/SRX20967414_SRR25220698_1.fastq.gz	fastq/SRX20967414_SRR25220698_2.fastq.gz
SUT2xstandard	B	fastq/SRX20967415_SRR25220697_1.fastq.gz	fastq/SRX20967415_SRR25220697_2.fastq.gz
SUT2xstandard	C	fastq/SRX20967416_SRR25220696_1.fastq.gz	fastq/SRX20967416_SRR25220696_2.fastq.gz
YPR015Cxstandard	A	fastq/SRX20967444_SRR25220668_1.fastq.gz	fastq/SRX20967444_SRR25220668_2.fastq.gz
YPR015Cxstandard	B	fastq/SRX20967098_SRR25220398_1.fastq.gz	fastq/SRX20967098_SRR25220398_2.fastq.gz
YPR015Cxstandard	C	fastq/SRX20967099_SRR25220397_1.fastq.gz	fastq/SRX20967099_SRR25220397_2.fastq.gz
SDD4xstandard	A	fastq/SRX20967327_SRR25220785_1.fastq.gz	fastq/SRX20967327_SRR25220785_2.fastq.gz
SDD4xstandard	B	fastq/SRX20967328_SRR25220784_1.fastq.gz	fastq/SRX20967328_SRR25220784_2.fastq.gz
SDD4xstandard	C	fastq/SRX20967329_SRR25220783_1.fastq.gz	fastq/SRX20967329_SRR25220783_2.fastq.gz
ROX1xstandard	A	fastq/SRX20967216_SRR25220588_1.fastq.gz	fastq/SRX20967216_SRR25220588_2.fastq.gz
ROX1xstandard	B	fastq/SRX20967217_SRR25220587_1.fastq.gz	fastq/SRX20967217_SRR25220587_2.fastq.gz
ROX1xstandard	C	fastq/SRX20967218_SRR25220586_1.fastq.gz	fastq/SRX20967218_SRR25220586_2.fastq.gz
FHL1xstandard	A	fastq/SRX20967454_SRR25220658_1.fastq.gz	fastq/SRX20967454_SRR25220658_2.fastq.gz
FHL1xstandard	B	fastq/SRX20967455_SRR25220657_1.fastq.gz	fastq/SRX20967455_SRR25220657_2.fastq.gz
FHL1xstandard	C	fastq/SRX20967456_SRR25220656_1.fastq.gz	fastq/SRX20967456_SRR25220656_2.fastq.gz
SPN1xstandard	A	fastq/SRX20967058_SRR25220438_1.fastq.gz	fastq/SRX20967058_SRR25220438_2.fastq.gz
SPN1xstandard	B	fastq/SRX20967059_SRR25220437_1.fastq.gz	fastq/SRX20967059_SRR25220437_2.fastq.gz
SPN1xstandard	C	fastq/SRX20967060_SRR25220436_1.fastq.gz	fastq/SRX20967060_SRR25220436_2.fastq.gz
ARR1xstandard	A	fastq/SRX20967274_SRR25220838_1.fastq.gz	fastq/SRX20967274_SRR25220838_2.fastq.gz
ARR1xstandard	B	fastq/SRX20967275_SRR25220837_1.fastq.gz	fastq/SRX20967275_SRR25220837_2.fastq.gz
ARR1xstandard	C	fastq/SRX20967276_SRR25220836_1.fastq.gz	fastq/SRX20967276_SRR25220836_2.fastq.gz
